0.711,1.34,2.810595,1552.5
2.171,1.07,5.005425,1324.7
0.941,2.037,2.150009,1677.4
0.763,1.827,3.474474,1675.2
3.328,1.197,5.4527,1335.3
1.054,1.332,3.6467,1442.8
1.8482,1.277,1.32734683,1781.0
1.169,1.178,2.797436,1166.3
0.267,0.825,4.640382,987.0
0.599,1.571,3.54387,1601.9
0.591,0.827,2.899703,1047.2
0.615,1.73,4.457243,1614.8
0.8,1.685,2.69404,1689.7
0.975,1.277,4.641876,1427.0
0.66,1.283,3.332688,1361.0
0.892,1.426,3.128992,1652.0
0.68,1.27,3.0565114,1550.7
1.35,1.288,3.1220109,1862.0
0.309,1.293,4.2180278,1192.0
0.818,1.009,2.7535953,1218.0
1.484,1.318,1.9616241,1778.0
2.18,1.466,2.7908327,1840.0
0.372,1.332,4.0138379,1622.0
1.54,1.123,4.1419771,1277.8
1.06,1.252,2.788491,1387.4
0.574,1.631,4.7947813,1772.0
1.057,0.899,1.90231289,1505.0
0.761,1.073,2.6453235,1512.0
0.614,1.119,3.377728,1237.0
0.58,1.703,4.007232,1766.0
0.724,1.072,2.29840551,1028.0
3.58,1.676,4.7869491,1930.0
1.057,1.33,3.853003,1529.9
6.78,1.87,2.74432452,2562.0
1.709,1.4588,2.204737,2733.0
1.275,1.321,3.0763402,1713.0
0.749,1.393,3.92281072,1540.0
0.526,0.969,3.312846,1407.0
0.543,1.212,3.0440499,1244.0
1.07,1.04,2.766764,1276.0
1.9795,1.329,0.83784,2069.0
1.855,1.302,3.446459,1250.3
2.26,1.395,1.3484978,2166.0
1.345,1.168,1.354133,1577.0
0.099,0.606,4.3315366,1085.0
0.074,0.614,4.375021,1294.0
0.63,1.57,4.5776348,1645.0
1.138,1.697,3.547849,1816.0
1.59,1.58,3.2642736,2101.0
9.7,1.33,4.193649,1710.0
1.88,1.4,2.292102,1856.0
0.369,1.117,3.9228038,853.0
0.243,0.8,3.1316666,955.0
0.353,0.765,4.1480467,835.0
1.323,1.02,2.516729,1315.0
0.39,1.13,3.8297015,1348.0
0.768,1.41,3.3488702,1553.0
2.24,1.382,1.36665436,1834.0
0.595,1.34,3.8537768,1312.0
0.76,1.067,2.5441828,1625.0
0.921,1.251,4.2042001,1367.0
0.902,1.688,4.324799,1902.0
3.147,1.139,2.350621,1413.0
1.03,1.095,4.2180896,1721.0
0.806,1.126,5.416081,1128.0
0.237,0.912,4.763387,1025.0
0.662,1.153,3.560829,1528.0
3.4,1.195,7.817953,1226.0
0.179,1.055,3.2768837,1237.0
0.96,1.207,3.0566527,1398.0
0.96,1.679,4.908897,1793.0
0.821,1.501,3.105161,1634.0
5.33,1.411,3.1414391,1998.0
1.45,1.685,1.6091788,2193.0
1.29,1.232,3.58622202,1741.0
0.577,0.945,2.2252577,1295.7
0.319,0.998,3.3252725,712.8
12.9,1.384,1.8882378,2730.0
0.45,1.08,3.7955213,567.9
0.1254,0.722,7.3279474,739.0
1.46,1.032,1.73185606,895.0
0.491,0.884,2.7886556,772.0
2.629,1.079,1.9416423,940.0
1.374,1.165,3.0876262,828.0
0.138,0.873,3.583893,1324.0
0.837,1.065,1.9153073,1823.0
0.03964,0.218,9.55237,1153.0
0.04782,0.388,21.05704,886.0
0.0227,0.231,13.900148,756.698758598
0.0273,0.258,9.188526,811.0
4.55,0.1829,2.541,1371.0
0.01271,0.1169,1.62116,2130.0
0.415,1.026,11.53533,1228.0
0.356,0.718,2.8758916,1601.5
0.02363,0.146,4.75615,1001.0
0.02552,0.213,17.1784,642.0
0.0409,0.327,75.74,400.5
0.36497,1.19,1207.0,159.4
3.191,1.095,21.2163979,790.5
0.06198,0.317,17.471278,769.0
0.07583,0.232,4.1374354,863.0
1.138,1.138,2.21857312,1099.7
1.017,1.545,3.308958,2132.0
0.02335,0.153,0.926118,2141.0
0.05,0.22348,16.202157,632.3
0.714,1.38,3.52474859,1316.1
0.02778,0.156,1.008035,2128.0
0.05223,0.42,6.03607,1073.0
0.00673,0.1106,2.76953,709.0
0.00972,0.13677,5.70588,557.0
1.17,1.44,4.12688,2061.0
0.058195,0.19618,22.89104,881.0
0.244,0.867,18.71204,876.0
0.0245,0.2186,14.33902,943.0
0.0418,0.331,29.04992,1133.0
0.034,0.2668,9.058811,911.0
0.0349,0.259,21.4023,684.0
0.031,0.2525,6.3980416,721.0
0.0302,0.2114,18.8797,503.0
3.94,0.921,111.4273,339.6
0.02281,0.193,3.98442,1311.0
0.11,0.66,11.8143,1089.0
0.13353,0.347,55.087,385.0
0.023754977,0.213245,9.4903,757.0
0.037182,0.23056,9.1205,690.0
3.213,2.03,0.9809734,1411.0
0.063,0.2444,10.28891,757.0
5.0,0.7,166510.0,1100.0
7.0,1.0,83255.0,1200.0
7.0,1.1,41628.0,1200.0
7.0,1.0,20816.0,1200.0
0.398,1.0,11.168454,1030.0
1.236,1.642,2.1805577,1838.0
0.86,1.3,3.20466,1587.0
1.42,1.552,2.6266657,1957.0
0.223,0.85,11.63344,1080.0
0.04657,0.215,50.818947,470.0
0.0343,0.294,0.658524,1515.0
0.00091,0.063,7.814,665.0
0.028,0.261,14.697,538.0
0.04499,0.244,19.482,490.0
0.00899,0.134,2.151676,1136.0
0.0242,0.24,9.327527,696.0
0.00889,0.133,4.528598,888.0
0.00733,0.119,6.131243,801.0
0.0176,0.199,26.27057,492.0
0.03046,0.231,3.471745,1089.0
0.04933,0.315,7.138048,741.0
0.02045,0.221,10.45582,620.0
0.03367,0.174,14.76289,501.0
0.315,0.847,14.893291,804.0
0.0343,0.273,9.21165,1230.0
0.774,1.006,48.36685,676.0
0.07709,0.235,16.9841,795.0
0.335,0.897,4.024867,852.0
0.0255,0.247,13.774798,969.0
0.0121,0.16,9.398977,909.0
0.0247,0.243,22.996591,673.0
0.0172,0.196,17.70632,266.0
0.0995,0.551,14.759287,826.0
0.0854,0.504,5.113981,1380.0
0.0174,0.197,12.283211,949.0
0.00624,0.109,21.194733,569.0
0.0232,0.234,16.273563,850.0
0.0034,0.092,3.850614,783.0
0.0137,0.171,19.507428,508.0
0.0354,0.3,29.740451,606.0
0.0327,0.286,36.552551,598.0
0.015,0.181,11.561052,861.0
0.0149,0.18,7.676972,465.0
0.0106,0.147,2.787174,653.0
0.00993,0.142,3.35585,722.0
0.016,0.188,10.367437,437.0
0.018,0.202,26.201446,450.0
0.0201,0.215,7.187257,640.0
0.0336,0.291,4.688418,908.0
0.0239,0.238,12.550171,655.0
0.0078,0.123,9.032178,518.0
0.025,0.244,19.991944,687.0
0.0094,0.137,4.163873,1158.0
0.022,0.227,7.806164,934.0
0.0137,0.171,8.234885,885.0
0.0176,0.199,14.871387,727.0
0.00771,0.122,3.665912,1160.0
0.0829,0.495,15.466805,735.0
0.00961,0.139,3.793306,543.0
0.0179,0.201,5.7385647,1066.0
0.0184,0.204,21.0267366,624.0
0.042,0.332,16.3488637,735.0
0.0241,0.239,11.2510285,888.0
0.01227,0.128,1.422614,1224.0
0.02454,0.285,5.340888,788.0
0.0327,0.286,2.14084,1328.36227638
0.0617,0.416,3.312792,1300.0
0.0959,0.54,0.759978,2529.07247265
0.0596,0.408,3.435471,969.0
0.06702,0.222,5.06963,1372.0
0.679,1.399,4.166286,1377.0
0.91,1.443,3.329441,1642.0
1.31,1.525,3.0801716,2087.0
3.91,1.586,3.6127628,2051.0
0.938,1.323,2.255251,1561.0
5.18,1.272,5.5514926,1459.0
1.524,1.29,4.1137913,1712.0
1.462,1.358,2.70339,1667.7
1.28,1.533,2.7347749,2048.0
0.867,1.86,3.24406,1675.0
0.00137,0.071,0.76212926,1872.0
0.0116,0.156,5.4258399,973.0
0.0105,0.146,4.02582254,1169.0
0.0186,0.205,8.67888593,905.0
0.00887,0.133,2.50476003,1369.0
0.01019,0.133962,0.8374907,2169.0
0.02319,0.214156,45.294301,584.0
0.0354,0.3,29.96870041,644.0
0.00951,0.138,9.478522,946.0
1.84,1.101,50.790391,704.0
0.094,0.719,18.7959228,984.0
0.005977,0.164035,10.3039,870.7
0.009028,0.261544,13.0241,806.8
0.022964,0.283415,22.6845,658.7
0.025166,0.380925,31.9996,596.4
0.006291,0.226003,46.6888,525.3
0.0226,0.23,28.474748,489.0
0.0109,0.15,4.86631012,881.0
0.06293,0.214,15.79,910.0
0.13529,0.225,82.2,525.0
0.43,1.75,4.4379637,1354.2
0.212,0.862,197.5110016,391.0
0.00651,0.111,11.1726994,1019.0
0.00624,0.109,2.53573424,1671.0
0.0159,0.187,5.44832529,978.0
0.00337,0.092,1.11611998,1659.0
0.0078,0.123,0.84338011,1541.0
0.0128,0.165,6.56606007,777.0
9.28,1.51,1.76358799,2750.0
0.013,0.166,39.8189932,650.0
0.0106,0.147,6.15826988,1212.0
5.28,1.108,217.83184,388.0
0.66,0.96,4.942782,1027.9
0.0313,0.279,386.370548,209.0
0.0139,0.173,7.29804993,786.0
0.5,0.819,1047.8356,206.0
0.15291,0.448,31.578659,651.0
0.05349,0.345,175.06,243.0
4.15,1.065,988.88113,253.8
0.01406,0.1811,9.03502,789.0
0.01705,0.1829,11.28,1095.0
0.0325,0.285,14.91110039,694.0
0.0137,0.172,21.06080055,669.0
0.0184,0.204,13.81499958,391.0
0.0113,0.153,18.01160049,900.0
0.0337,0.291,10.27530003,1211.0
0.0504,0.369,35.59730148,646.0
0.0203,0.216,35.58100128,408.0
0.029,0.267,30.65279961,780.0
0.0284,0.264,4.78299999,886.0
0.0454,0.347,4.22097015,595.0
0.0263,0.252,7.67463016,957.0
0.0204,0.217,7.34370995,839.0
0.0246,0.242,5.82352018,955.0
0.0102,0.144,14.53409958,420.0
0.0184,0.204,38.3260994,480.0
0.00791,0.124,4.04354,613.0
0.0253,0.246,29.53910065,714.0
0.00499,0.102,1.48028004,1822.0
0.0183,0.203,105.0149994,406.0
0.0294,0.269,59.65829849,393.0
0.0242,0.24,3.21509004,1155.0
0.038,0.313,40.80970001,623.0
0.0322,0.284,59.77080154,522.0
0.0406,0.325,85.65399933,522.0
0.023,0.233,35.01190186,603.0
0.0163,0.19,12.18420029,819.0
0.0197,0.212,2.80012012,956.0
0.0264,0.253,80.23190308,380.0
0.0187,0.206,16.85589981,408.0
0.0501,0.368,11.9296999,770.0
2.47,1.33,1.4857108,1622.7
0.0296,0.27,23.3404007,601.0
0.00912,0.135,3.7572999,877.0
0.0113,0.153,4.64490986,1209.0
0.0456,0.348,16.48690033,760.0
0.0312,0.278,31.03249931,561.0
0.0228,0.231,16.45809937,644.0
0.0197,0.212,95.61100006,421.0
0.00821,0.127,1.02586997,1520.0
0.00874,0.132,1.61536002,806.0
0.0129,0.166,3.70061994,1329.0
0.0348,0.297,56.49330139,681.0
0.0143,0.176,5.78387022,1051.0
0.00637,0.109,3.13878989,1022.0
0.00705,0.116,6.8921299,1177.0
0.00858,0.13,4.60301018,848.0
0.0385,0.315,11.96409988,808.0
0.0256,0.248,131.1900024,284.0
0.00888,0.133,25.88599968,542.0
0.0193,0.21,14.02639961,822.0
0.0245,0.242,25.54339981,772.0
0.0298,0.271,3.92451,1074.0
0.0205,0.218,11.60649967,584.0
0.0118,0.157,14.82009983,552.0
0.0251,0.245,11.12969971,843.0
0.00098,0.065,1.3858,1008.0
0.0455,0.348,12.02289963,776.0
0.0133,0.168,7.97094011,760.0
0.00918,0.135,48.88819885,386.0
0.0227,0.231,39.83110046,420.0
0.00617,0.109,0.72733098,849.0
0.0115,0.155,1.30200005,1344.0
0.0142,0.175,8.94340992,946.0
0.0317,0.281,211.0339966,215.0
0.00458,0.1,8.16736031,865.0
0.0279,0.261,4.44587994,1063.0
0.0155,0.184,10.61340046,987.0
0.0161,0.189,6.30921984,606.0
0.0289,0.266,159.3939972,289.0
0.00886,0.133,13.78730011,894.0
0.0334,0.29,103.427002,416.0
0.0124,0.162,8.98832035,864.0
0.0091,0.135,2.52255988,1205.0
0.0226,0.23,24.2758007,580.0
0.0279,0.261,19.94750023,625.0
0.00185,0.077,4.82059002,1328.0
0.00921,0.136,4.02229023,1017.0
0.0127,0.164,6.33123016,822.0
0.0112,0.152,4.17936993,1194.0
0.0059,0.107,2.76266003,1231.0
0.0162,0.189,6.07029009,789.0
0.0308,0.277,44.87020111,536.0
0.0262,0.251,24.22030067,505.0
0.0217,0.179,3.504725,1181.7
0.054,0.49,7.64159,911.1
0.052,0.62,14.85888,729.8
0.00419,0.097,2.39160991,1031.0
0.0185,0.205,47.0564003,497.0
0.0232,0.234,37.88660049,479.0
0.0284,0.264,30.2541008,660.0
0.0274,0.258,20.03479958,967.0
0.0184,0.204,13.22259998,740.0
0.0142,0.175,52.60969925,553.0
0.0237,0.237,15.33170033,821.0
0.0292,0.268,46.71640015,531.0
0.0188,0.207,42.87770081,451.0
0.0362,0.304,73.75039673,677.0
0.00929,0.136,13.02680016,643.0
0.0237,0.237,38.5760994,619.0
0.00914,0.135,0.52417702,1891.0
0.00553,0.105,4.94329023,1058.0
0.00221,0.081,1.41975999,1700.0
0.0214,0.223,3.95140004,1083.0
0.032,0.282,126.5569992,524.0
0.0295,0.27,9.68859959,1014.0
0.00948,0.138,4.95061016,885.0
0.0236,0.236,31.33510017,666.0
0.0253,0.246,9.84257984,801.0
0.00695,0.115,6.08003998,808.0
0.0212,0.222,3.03519011,1143.0
0.00317,0.09,6.9636302,1298.0
0.00927,0.136,10.77690029,752.0
0.0189,0.207,20.65780067,728.0
0.0065,0.111,27.21080017,725.0
0.00692,0.115,6.24565983,731.0
0.0123,0.161,5.88343,949.0
0.00531,0.104,14.26519966,853.0
0.00899,0.134,7.2810998,744.0
0.0109,0.15,6.64752007,999.0
0.027,0.17,3.6961219,1092.1
0.051,0.27,10.854092,759.9
0.06,0.25,77.61185,388.6
0.00489,0.102,4.385315,935.0
0.00702,0.101,34.169,475.0
0.0317,0.281,51.805612,410.0
0.00252,0.2916,13.17562,1018.5
0.01478,0.487547,21.77596,861.5
0.02108,0.366343,31.7844,759.5
0.03618,0.406441,41.02902,697.5
0.01346359,0.13778,13.83988,978.8
0.02541726,0.33526835,16.23855,927.8
0.08306,0.394,7.834435,838.0
0.08055,0.214,3.005156,1138.0
0.04782,0.296,58.02035,410.0
0.43,1.15,7.8914483,976.0
1.03,0.89,3.3118644,1143.0
2.86,1.13,12.8747099,1000.0
0.505,0.96,2.455239,774.0
0.077,0.357,3.21346,1474.7
0.104,0.567,296.637865,332.0
0.0518,0.376,26.62949944,742.0
0.03335,0.198,81.73778,380.0
0.0182,0.203,16.54964934,656.0
0.00455,0.1,3.52466011,1098.0
2.114,1.431,3.54846,1652.1
0.0253,0.246,39.67679977,473.0
0.00186,0.078,0.6381632,1874.0
0.0204,0.217,9.99761851,860.0
0.0363,0.304,90.4113556,413.0
0.0237,0.237,51.06740189,499.0
0.026,0.206,5.398763,1280.0
0.67,1.3,3.234723,1374.1
0.43,0.96,3.5787087,1189.0
0.119,0.614,133.4605235,433.0
0.0256,0.248,15.19419956,893.0
0.44,1.62,4.885525,1486.8
1.02,1.2,114.7309,478.1
0.020132,0.55954,192.363,403.3
0.0330298,0.1558328,3.743208,1486.0
0.04907293,0.39368287,10.423648,1012.0
0.33,1.0,22.342989,806.0
0.11009952,0.59781473,54.32031,584.0
0.59,1.42,3.52254,1519.5
0.011,0.151,5.70940492,644.0
0.0147,0.178,3.69298373,745.0
0.03467,0.23,7.685,613.0
0.25,0.84,19.22418,707.2
0.17,0.82,39.03106,557.9
0.022,0.147,1.592851,1601.5
1.45,0.94,86.647661,511.0
0.0055264,0.37647,10.9542,791.0
0.595,1.192,2.6843285,1605.0
0.25,0.978,3.79701816,1070.0
0.29,1.23,10.290994,1100.0
0.34,1.09,3.21751883,1300.0
0.006197,0.109083,13.7813,446.0
0.002013,0.11045,23.0881,376.0
0.02895,0.106,21.185,785.0
0.0326,0.108,31.828,686.0
0.0014,0.068,0.2401,7112.0
0.0021,0.078,0.34289,6319.1
0.035546,0.355,29.334,556.9
2.013248,1.120903,60.3251,431.4
0.072666,0.801947,143.213,334.2
1.27,1.08,3.52563254,1070.0
0.0544,0.384,4.2881785,1022.0
1.09,1.03,1.706291,1459.0
0.01447,0.124,1.4015,965.0
0.0013,0.0758,2.2531136,627.0
0.00698,0.12356,3.6906777,553.0
0.0061,0.1357,7.4507245,416.0
0.02007,0.146,24.73694,378.9
0.00554,0.104,3.77792,708.9
0.00733,0.1106,1.9495378,595.0
0.02737,0.097,3.81433,617.0
0.002876,0.0883,2.029088,586.0
0.09691,0.419,4.052037,700.0
0.00903,0.11643,5.3587657,424.0
0.00485,0.10233,3.1239035,508.0
0.00824,0.119,0.768448,892.0
0.02706,0.205,12.2519,353.0
0.09225,0.421,0.792052,1978.0
3.7,1.5,2.14878,2570.0
3.1,1.53,2.82406,2100.0
3.14,1.508,2.65022,2370.0
2.162,1.205,0.7668944,1332.0
0.37,0.823,35.455285,440.0
0.208,1.048,7.532806,1257.0
4.84,1.142,4.119027,1605.0
0.092,0.44,3.5357173,1143.0
0.751,1.1,3.27623,1146.0
0.667,1.3,4.84532,1177.0
0.764,1.24,3.24253,1457.0
0.409,1.21,3.05125,1381.0
0.812,1.33,2.647298,790.0
2.98,1.07,54.18915,688.0
2.36,1.33,1.5433897,1357.0
0.613,1.267,4.0764326,1327.0
0.52,1.214,3.4678796,1499.0
0.639,1.023,2.823093,1101.0
0.74,1.595,4.511164,1468.0
0.0647988248135461,0.283702746,1.3373508,1650.0
0.229,1.136,3.3569866,952.0
1.339,1.326,0.882059,1283.9
0.93,1.09,2.4997,1345.0
2.9,1.07,4.43527,1448.0
4.34,1.614,2.4855335,2154.6
0.68,1.72,3.10129,1702.0
0.54,1.077,4.01451,940.0
1.17,1.227,1.689868,1812.0
1.06,1.47,3.9791,1235.0
0.75,1.26,3.67724,1581.5
1.3,1.2,1.211909,1390.3
0.736,1.543,1.645321,1955.0
1.33,1.164,1.42002504,1389.0
2.487,1.144,1.3371182,1179.7
4.31,1.096,2.5079204,6007.0
0.668,1.062,3.506195,1006.0
1.88,1.7,2.032046,2053.0
0.371,1.285,3.71495,1457.0
1.19,1.009,1.540731,1134.0
0.0025637401,0.08656491,224.7,900.0
0.0031457007,0.091130294,365.2422,288.0
0.00033799525,0.048489079,686.98,227.0
1.942,1.117,15.168865,974.0
0.032,0.20198,4.11412,1077.0
0.0425,0.2308,6.443868,784.0
0.0079,0.23651,12.226574,634.0
0.013,0.1534,0.6047328,1336.0
3.35,1.3,4.0782387,1728.0
0.974,1.5,8.350381,637.0
0.0235,0.235,18.7992,672.872760628
0.0609,0.413,12.51937,1393.0
0.0451,0.346,26.3162,631.0
0.0272,0.257,6.25725,1076.0
0.01976,0.21545,2.4919863,703.0
0.0277,0.2427,5.07803,431.0
0.0485,0.3256,24.245586,330.0
0.02174,0.155,3.444729,754.0
0.01183,0.1079,0.764597,1130.0
0.02618,0.1882,3.294736,700.0
0.441,1.022,3.47798,963.0
0.02989,0.243,4.65382,1037.0
0.02086,0.246,9.15059,828.0
0.04279,0.261,19.98,638.0
0.02709,0.20832,3.12748,860.0
0.03725,0.2516,7.49325,643.0
0.04248,0.211,10.894843,413.0
0.00692,0.139,18.80151,344.0
0.0774,0.3693,3.31599,961.0
0.298,1.231,3.9443715,1562.0
0.356,0.841,4.537164,1388.0
0.07048,0.305,2.1097019,1395.0
2.37,1.396,4.720219,1679.0
2.5,1.36,1.4520358,1136.0
0.028,0.3533,12.9972,867.0
0.022,0.187,7.434162,813.0
0.01517,0.149,11.06201,326.0
0.02089,0.184,15.532482,337.5
0.0101,0.114,1.8805136,682.2
0.847,1.06,10.180249,918.0
2.51,1.255,5.857487,1405.0
1.18,1.286,2.0845435,1588.0
0.99,1.239,5.331751,1619.0
0.01545,0.1597,0.989343,924.0
1.22,1.489,4.231306,1669.0
0.0434,0.1838,10.98462,1062.0
0.63,0.987,40.74976,684.0
0.025,0.205,1.05752578,927.0
0.01189,0.152,0.6691403,1069.0
0.0088,0.1258,1.7666957,764.0
0.08212,0.485,3.77015,953.419593194
0.0173,0.181,3.134279,590.0
0.791,1.086,2.2554477,1715.0
0.08426,0.451,3.49151,767.0
5.42,0.965,9.47725,1198.0
0.17934,0.124,2.38839,831.0
0.04405,0.189,4.4929,673.0
0.0472,0.225,9.0497,533.0
0.0214,0.273,18.849975,433.0
0.7,1.4,3.208666,1929.0
0.00472,0.10278,1.914558,1040.0
0.01501,0.1489,3.23845,873.0
0.00947,0.22946,6.5577,690.0
0.01214,0.1969,9.961881,600.0
0.02429,0.20403,15.231915,521.0
0.0124,0.256,20.7095,470.0
0.974,1.0,3.7130818,961.0
2.3,1.12,4.8607,1295.0
0.0069,0.1169,1.062107,1885.0
0.66,1.15,29.02,362.0
0.42,1.0,52.97818,759.0
4.4,1.12,8.872086,1186.0
0.0069,0.116,0.7363104,910.0
0.016,0.182,10.50534,488.0
5.02,1.347,0.67247414,3631.0
0.0148,0.196,7.851926,378.0
5.35,1.103,10.261081,1484.0
2.83,1.281,3.3773512,1800.0
0.92,1.453,3.6240801,1589.0
0.82,0.96,8.60077,1188.0
0.09439,0.686,17.089,628.0
0.62927,1.007,34.556,497.0
2.755,1.01,260.79,348.0
0.94,1.77,2.1225735,1763.0
0.64,0.995,8.001968,1259.0
0.0428,0.2694,10.695264,806.0
1.58,1.282,3.5315902,6248.0
0.0179,0.19574,35.189346,256.0
0.011,0.1445,0.3524728,2609.0
0.009,0.1285,5.436098,355.0
0.0286,0.2623,3.0766896,447.0
0.0123,0.1499,0.7826942,1355.0
0.333,0.924,4.474032,1534.0
0.0129,0.161,1.3060011,1117.0
0.006,0.1115,0.3711281,1060.0
5.21,1.0,10.655661,1596.0
0.0252,0.245,7.994037,1022.98657776
0.2,0.975,5.983944,1352.0
0.82,1.217,2.9887615,1431.0
0.138,0.639,18.38818,1027.0
0.0277,0.2471,3.6977104,531.0
2.27,1.158,2.0180231,1488.0
1.18,2.1,3.119999,1498.0
0.26,0.74,3.936551,690.0
1.02,1.124,8.088516,801.0
0.7,1.01,2.154849,750.0
0.2684,1.07,3.438753,759.0
0.05191,0.535,4.5445697,463.0
1.01,1.211,3.8016122,1570.0
0.67,1.49,3.660028,1762.0
0.02256,0.239,5.19672,981.0
0.05166,0.454,16.06819,674.0
0.00966,0.1142,0.490047,1862.0
0.0311,0.2935,12.46103,633.0
0.0261,0.2516,1.1589,861.0
2.3,1.118,225.11781,318.0
1.53,0.99,10.33111,1370.0
0.00447,0.104,0.548177,1617.0
3.26,1.06,20.33003,906.0
0.0779,0.477,12.214286,808.359509681
14.0,1.07,1.2652328,760.0
0.0747,0.466,4.872171,1042.0
0.4,0.83,6.387597,565.0
0.1935,0.5192,2.32666508,867.0
0.016,0.1811,1.548351,1082.0
1.32,1.009,75.12375,441.0
0.00944,0.207,16.287,750.0
1.463,1.02,1.651144,1714.0
0.0485,0.3354,5.0988179,604.0
6.33,1.06,3.4095675,1586.0
0.88,1.771,5.0037775,1749.0
0.0739,0.4693,1.977143,661.0
1.236,1.17,11.2366,1252.0
0.0176,0.1828,9.531361,650.0
0.0274,0.241,51.69906,370.0
0.0236,0.22072,84.8396,313.6
0.0308,0.203,5.6057,1038.0
0.02932,0.235,12.2737,800.0
0.01259,0.165,8.24661,514.0
0.01668,0.18,15.6653,415.0
0.0581,0.261,1.392978,1253.0
0.006,0.1133,1.04318777,1118.0
0.95,1.07,10.62656,1397.0
0.667,1.171,3.739494,1192.0
0.174,0.852,3.6849729,1526.0
0.02863,0.247,1.8237305,941.0
11.3,1.11,1700.0,96.4
0.0032,0.10001,1.5108739,400.1
0.003637,0.09769,2.421818,341.9
0.000934,0.06994,4.04982,288.0
0.002429,0.08118,6.09957,251.3
0.002939,0.09332,9.20648,219.0
0.003612,0.10242,12.35281,198.6
0.001041,0.06896,18.76626,167.0
0.494,1.838,3.55392771,1795.0
2.03,1.69,2.849375,2190.0
0.5,1.41,3.585722,1560.0
1.272,1.137,1.7554137,1516.0
1.925,1.085,9.289715,1140.0
0.892,1.284,2.6755463,1590.0
0.91,1.443,3.3190233,1695.0
3.06,1.08,3.0927616,946.8
0.51,1.238,3.7783977,1134.0
1.83,1.442,2.310965,2140.0
0.88,1.191,3.0353992,1395.0
0.2755,1.021,10.02165,1024.0
1.23,1.4,2.49979,1600.0
0.46,1.045,3.722469,943.2
5.01,1.515,3.6112706,1890.0
1.183,1.807,1.2749255,2358.0
1.372,1.972,1.7100567,1960.0
0.92,1.327,2.977641,1510.0
0.6,1.24,3.37265,1400.0
1.0,0.93,5.748145,1100.0
1.404,1.736,1.0914222,2319.7
1.16,1.21,2.176423,1790.0
0.5,1.407,4.3530135,1203.3
0.44,0.85,2.2783152,1260.0
0.76,0.68,1.7690381,1200.0
0.275,1.115,4.60273,1404.0
0.291,0.722,8.80381,940.0
7.341,1.281,2.2437661,1718.8
8.46,1.07,5.644207,1460.0
0.31,1.13,4.533471,1290.0
0.39,1.55,3.332609,1700.0
0.128,0.51,3.836169,970.0
2.79,1.07,3.656333,1590.0
0.55,1.38,3.840401,1850.0
0.542,1.428,3.7520656,1511.3
0.278,1.09,3.7684952,1119.0
2.49,1.143,5.4060425,1557.0
5.2,1.0,9.62468,910.0
1.87,1.202,1.6096884,1638.0
2.13,1.128,1.7771255,1610.0
