objid,ra,dec,u,g,r,i,z,redshift
1237648720138863319,138.654114329038,-0.889560410156976,22.28901,21.56896,20.35853,19.28287,18.75191,0.0002998522
1237648720138928281,138.772240640094,-0.964777761891929,22.84044,20.86314,19.70808,18.92549,18.62481,0.5011326
1237648720138928288,138.782273098531,-0.889768015446013,25.05988,22.16308,20.89813,19.9474,19.82356,0.5374142
1237648720138928288,138.782273098531,-0.889768015446013,25.05988,22.16308,20.89813,19.9474,19.82356,0.5371343
1237648720138928484,138.811497861788,-0.849341828806016,19.70093,18.1413,17.40171,17.0197,16.75895,0.10295
1237648720138928502,138.683579050583,-0.86021617127615,18.76592,17.68771,17.29992,17.02776,16.90097,0.0548378
1237648720138928617,138.725123787819,-1.03932445706348,21.53166,20.64522,20.28348,20.15794,19.66239,0.0002951314
1237648720138928617,138.725123787819,-1.03932445706348,21.53166,20.64522,20.28348,20.15794,19.66239,0.0001729239
1237648720138928686,138.673532258369,-0.872256755312195,22.09982,21.61078,21.58871,21.50322,22.00963,2.227554
1237648720138928686,138.673532258369,-0.872256755312195,22.09982,21.61078,21.58871,21.50322,22.00963,2.228575
1237648720138928711,138.688582126174,-0.994031975505608,25.7851,21.6346,19.88533,18.97134,18.56783,0.4993914
1237648720138928711,138.688582126174,-0.994031975505608,25.7851,21.6346,19.88533,18.97134,18.56783,0.499312
1237648720138928755,138.712925574643,-0.980325385907759,23.72117,21.51306,20.22576,19.40357,18.92596,0.5281509
1237648720138928755,138.712925574643,-0.980325385907759,23.72117,21.51306,20.22576,19.40357,18.92596,0.5282084
1237648720138928757,138.713277356544,-0.935919632712397,23.14613,21.03772,19.20928,18.58124,18.08445,0.4266237
1237648720138928808,138.744318424178,-0.864093444993661,22.42261,21.09428,20.93719,20.79245,20.93468,0.0003968374
1237648720138928808,138.744318424178,-0.864093444993661,22.42261,21.09428,20.93719,20.79245,20.93468,0.000222066
1237648720138929003,138.676939309258,-1.01493567548517,22.59391,21.54013,20.01557,19.1214,18.55356,0.4952462
1237648720138929129,138.734012158315,-0.996039378603652,23.59431,22.68554,21.22005,19.96844,19.40574,0.6147292
1237648720138993676,138.819227983157,-0.916844743221703,21.84649,20.04274,19.48738,18.6175,18.1853,0.4022117
1237648720138993707,138.83577880467,-0.908776022488316,25.49953,21.88287,21.45924,21.26076,21.15597,0.0002626244
1237648720138994280,138.874813665617,-1.04538078799405,23.57362,22.14142,20.27258,19.36742,18.93246,0.5042868
1237648720138994280,138.874813665617,-1.04538078799405,23.57362,22.14142,20.27258,19.36742,18.93246,0.5042133
1237648720138994529,138.819404391538,-0.967891277342342,26.13804,22.50528,20.27548,19.37058,18.68664,0.5146685
1237648720139059233,138.987363785853,-0.964393614873607,21.85424,21.04887,20.7363,20.49041,20.20841,0.000672408
1237648720139059806,139.01145887554,-1.00726792758298,21.77766,21.26612,19.63511,18.84844,18.22081,0.4701035
1237648720139059943,139.090939663421,-0.956134143512424,24.3594,21.28756,20.63964,20.39182,20.46872,0.0005418517
1237648720139060034,138.991053985359,-0.876620303444491,23.64085,22.21182,20.00427,19.05373,18.67174,0.5071574
1237648720139125158,139.159111170095,-1.01599430820257,21.85973,21.08318,21.0349,21.03166,20.50088,2.405214
1237648720139125399,139.239869039984,-0.883379794612172,24.5877,21.65227,21.28647,21.00295,20.95864,0.0007575306
1237648720139190610,139.2894382385,-0.844946086934478,19.68055,19.78565,20.19294,20.46245,21.22295,0.0004008208
1237648720139190769,139.319161566077,-0.862204057225077,25.89973,21.13778,19.22928,18.48873,18.06667,0.3284551
1237648720139190814,139.345273449433,-0.994862694130095,26.08702,21.71284,19.95239,19.09954,18.67478,0.4428251
1237648720139190816,139.350003969049,-0.980717948184509,22.4806,20.55216,18.77477,18.16112,17.773,0.3417107
1237648720139190884,139.393214664968,-0.972160093758199,22.80515,21.60379,20.0563,19.10417,18.5177,0.5132145
1237648720139190967,139.278039965566,-0.885201012295377,24.86704,22.70751,20.77752,19.85027,19.4137,0.5403346
1237648720139255893,139.503085403953,-0.847141285615932,16.99385,17.27405,17.75645,18.09764,18.42145,-0.0003065357
1237648720139255893,139.503085403953,-0.847141285615932,16.99385,17.27405,17.75645,18.09764,18.42145,-0.000189986
1237648720139256221,139.45612048895,-0.994434452325009,21.77848,21.30367,21.18975,21.11209,20.66534,0
1237648720139256326,139.433572540771,-0.974799126274958,23.77896,21.61113,19.98268,19.00417,18.47873,0.5338941
1237648720139256423,139.484155485681,-1.0432585831031,22.16566,20.40336,20.13456,20.02639,19.66684,2.804255
1237648720139256472,139.509940958235,-1.04543691734844,23.7105,22.42551,21.18788,20.14936,19.70453,0.6172654
1237648720139256498,139.520185397902,-0.869748890091358,23.40378,21.80538,20.22452,19.19302,18.80056,0.5240126
1237648720139256665,139.46499043067,-0.847744214944324,24.9999,23.08021,20.94664,19.67877,19.38172,-0.001378114
1237648720139256849,139.544105204755,-0.879476576824422,23.99245,21.95165,20.34114,19.25194,18.79443,0.5470483
1237648720139256849,139.544105204755,-0.879476576824422,23.99245,21.95165,20.34114,19.25194,18.79443,0.547029
1237648720139256862,139.550400248439,-0.896452854146422,23.84035,22.50496,20.75048,19.64943,19.09829,0.5323966
1237648720139256862,139.550400248439,-0.896452854146422,23.84035,22.50496,20.75048,19.64943,19.09829,0.5324586
1237648720139321731,139.593940591293,-0.897311168162241,21.89343,20.78087,20.50039,20.4881,20.09058,2.845953
1237648720139321733,139.597251704317,-0.938687997492472,24.39807,21.54851,19.73246,18.81658,18.44876,0.5125636
1237648720139321757,139.659499238521,-0.965913160348903,21.68007,20.99504,20.70614,20.63255,20.31962,4.04947
1237648720139321759,139.662519955975,-0.93292308182074,24.63255,22.07154,20.45047,19.30353,18.95065,0.5669854
1237648720139321880,139.630982990014,-0.950263303688709,23.61943,21.74726,21.31255,21.27875,21.27389,0.0003953399
1237648720139322002,139.693141724183,-1.04601269535268,23.56469,22.0176,20.44673,19.52291,19.09866,0.5128241
1237648720139322149,139.61508579456,-1.00077316416296,22.94817,23.97192,21.60782,20.42495,20.10116,0.6951362
1237648720139322223,139.657490587574,-0.947224088290309,23.08127,22.91318,21.57868,20.16992,19.53547,0.6941214
1237648720139322269,139.680216133072,-0.860487350966599,25.60253,21.99872,20.22682,19.39658,18.97994,0.5106856
1237648720139322269,139.680216133072,-0.860487350966599,25.60253,21.99872,20.22682,19.39658,18.97994,0.5108025
1237648720139387394,139.762459123128,-0.956203084425793,23.85399,21.88017,20.25918,19.42265,19.02228,0.4474397
1237648720139387411,139.773120439636,-1.00145278900341,24.25671,22.32555,20.37996,19.35826,18.932,0.5119838
1237648720139387514,139.836242718878,-1.02353057366313,22.61255,22.14008,20.71243,19.7933,19.33598,0.5302429
1237648720139387623,139.742196123541,-0.884205147033505,26.63909,21.34011,19.56166,18.87887,18.41077,0.3645687
1237648720139387635,139.749891035418,-0.876822120780373,25.03901,25.9933,22.33562,20.96699,21.13497,4.550521
1237648720139387641,139.753267942876,-0.985262543928491,24.47812,22.34541,20.61967,19.47669,18.97429,0.5672155
1237648720139387666,139.764556896211,-0.884579779050916,24.71362,22.43107,21.05564,19.67577,19.17756,0.7201803
1237648720139452708,139.91076028882,-0.938348555172067,23.94646,23.08568,20.94762,19.82374,19.44008,0.5864347
1237648720139452716,139.917932832401,-0.916528041374959,21.32708,21.16916,20.59706,19.79272,19.18508,0.8317649
1237648720139452716,139.917932832401,-0.916528041374959,21.32708,21.16916,20.59706,19.79272,19.18508,0.8317713
1237648720139452733,139.973261410982,-1.02391984698835,21.74942,21.29238,21.04751,20.98953,20.49603,0.9417896
1237648720139452743,139.987883130464,-0.954176489841849,21.25134,20.60204,20.56316,20.5917,20.23632,2.413986
1237648720139452954,139.994638288556,-0.920379946226531,26.01991,20.9246,19.16423,18.35533,17.83439,0.4528722
1237648720139453171,139.980146335272,-0.935077615090958,25.55902,22.78425,20.78385,19.71631,19.44876,0.6094624
1237648720139518093,140.16191166955,-0.847879833143474,24.74916,20.85661,18.91875,18.25458,17.89974,0.321955
1237648720139518442,140.034987190558,-0.966482761187425,23.47273,21.89914,20.03097,19.07151,18.55636,0.5152515
1237648720139518472,140.059840767985,-0.897966545153469,23.88017,21.70903,20.66443,19.78223,19.65441,0.6339749
1237648720139518472,140.059840767985,-0.897966545153469,23.88017,21.70903,20.66443,19.78223,19.65441,0.6338708
1237648720139518530,140.107972492239,-1.00625482964957,25.06563,21.71261,20.52694,20.32634,19.91291,3.682547
1237648720139518555,140.128468749776,-0.968293843914013,22.42309,21.57596,21.46398,21.45023,21.50391,2.57077
1237648720139518559,140.130292515498,-1.04539020270231,26.01393,22.4795,21.62685,21.35987,21.34305,0.0003655021
1237648720139518559,140.130292515498,-1.04539020270231,26.01393,22.4795,21.62685,21.35987,21.34305,0.0004434673
1237648720139583602,140.266822364764,-0.996740815061314,23.08401,21.19235,21.03688,21.2833,21.15431,-0.0001590232
1237648720139583602,140.266822364764,-0.996740815061314,23.08401,21.19235,21.03688,21.2833,21.15431,-0.0001490151
1237648720139583906,140.202237312046,-0.850136046750951,20.97941,20.4514,20.61513,20.72613,21.15281,0.0001323214
1237648720139583917,140.239456156966,-0.939346336082727,21.29936,20.80806,19.99099,19.28658,18.84863,0.4848896
1237648703517294657,215.334146895039,-0.773905882792303,18.05222,17.573,17.58442,17.96936,17.81894,-0.0001852475
1237648703517294661,215.343163019601,-0.679889983259407,23.11296,21.00363,20.12646,20.11025,19.82294,-0.0001491055
1237648703517294748,215.30812332357,-0.71643319394479,21.08816,20.02667,19.73705,19.87336,19.67979,0.0007289161
1237648703517294748,215.30812332357,-0.71643319394479,21.08816,20.02667,19.73705,19.87336,19.67979,0.0005791831
1237648703517294759,215.327702263408,-0.701291371681659,20.23537,19.07995,18.97722,19.28334,18.95083,0.0001361601
1237648703517294759,215.327702263408,-0.701291371681659,20.23537,19.07995,18.97722,19.28334,18.95083,-5.322404E-05
1237648703517294772,215.334514782101,-0.659828377564374,20.42865,19.25295,18.92209,19.1156,18.90761,-0.0005721486
1237648703517294977,215.207817185241,-0.649863011844271,26.14027,22.19951,20.60615,19.63292,19.20226,0.5067891
1237648703517295157,215.281699533395,-0.65542338643196,23.13825,20.47005,19.88241,19.74643,19.70755,0.0001277712
1237648703517295157,215.281699533395,-0.65542338643196,23.13825,20.47005,19.88241,19.74643,19.70755,0.000190706
1237648703517295305,215.333814724716,-0.751425165083598,26.93365,22.08955,20.94387,20.9466,20.27204,-0.0001162675
1237648703517360150,215.380035163819,-0.739755916654376,16.73387,16.3983,16.69784,17.23726,17.22964,4.745419E-05
1237648703517360293,215.367286444185,-0.696910391956331,21.20102,19.93369,19.71292,19.88141,19.50611,-0.0003619188
1237648703517360300,215.367998988704,-0.645376053684925,18.4152,17.06829,16.28968,15.90045,15.56252,0.1272351
1237648703517360300,215.367998988704,-0.645376053684925,18.4152,17.06829,16.28968,15.90045,15.56252,0.127209
1237648703517360304,215.371978550736,-0.797497000462392,18.77066,17.4621,16.75475,16.31569,16.04499,0.08430661
1237648703517360304,215.371978550736,-0.797497000462392,18.77066,17.4621,16.75475,16.31569,16.04499,0.08425979
1237648703517360331,215.394918437369,-0.651066651838016,19.0783,17.99835,17.39878,17.12562,16.75967,0.1269082
1237648703517360331,215.394918437369,-0.651066651838016,19.0783,17.99835,17.39878,17.12562,16.75967,0.1269785
1237648703517360351,215.424603500655,-0.720812754161205,21.57644,19.24188,18.25751,18.07211,17.53016,0.1252366
1237648703517360351,215.424603500655,-0.720812754161205,21.57644,19.24188,18.25751,18.07211,17.53016,0.1253883
1237648703517360387,215.45735795734,-0.777446303522983,18.03967,16.1277,15.22855,14.84962,14.42671,0.05493324
1237648703517360387,215.45735795734,-0.777446303522983,18.03967,16.1277,15.22855,14.84962,14.42671,0.05494982
1237648703517360413,215.471875071164,-0.67136741870837,20.1654,18.4504,17.5768,17.33411,16.81545,0.07241386
1237648703517360413,215.471875071164,-0.67136741870837,20.1654,18.4504,17.5768,17.33411,16.81545,0.07247441
1237648703517360427,215.485843412444,-0.700840582943481,20.0518,17.79426,16.91397,16.39163,15.97798,0.05060681
1237648703517360427,215.485843412444,-0.700840582943481,20.0518,17.79426,16.91397,16.39163,15.97798,0.0504879
1237648703517360790,215.41956586297,-0.694628898776515,23.52159,21.74122,20.64721,20.86177,20.13276,5.886102E-05
1237648703517360790,215.41956586297,-0.694628898776515,23.52159,21.74122,20.64721,20.86177,20.13276,1.596584E-06
1237648703517360828,215.439407783763,-0.743428527998701,23.90431,22.78755,20.79662,19.92155,19.14371,0.6031657
1237648703517360828,215.439407783763,-0.743428527998701,23.90431,22.78755,20.79662,19.92155,19.14371,0.6030158
1237648703517360859,215.454012296343,-0.798917143924622,25.60495,22.72346,21.56277,22.04066,21.41916,5.25231
1237648703517360859,215.454012296343,-0.798917143924622,25.60495,22.72346,21.56277,22.04066,21.41916,0.0006760355
1237648703517425670,215.521724185839,-0.70542134054535,18.41071,17.1647,16.74161,16.80169,16.53306,-2.561038E-05
1237648703517425688,215.59734230476,-0.632283220470369,21.50395,20.05776,19.71667,19.42157,19.12135,-0.0002218031
1237648703517425744,215.51485829475,-0.680908640747,20.83688,20.03214,19.73644,19.87734,19.60901,-0.0003725241
1237648703517425752,215.520165526325,-0.790498891513561,19.45115,18.60585,18.35854,18.48253,18.20094,-0.000287182
1237648703517425752,215.520165526325,-0.790498891513561,19.45115,18.60585,18.35854,18.48253,18.20094,-0.0003300045
1237648703517425755,215.524680958629,-0.669283113568219,18.15195,16.394,15.53177,15.15704,14.77832,0.05488437
1237648703517425755,215.524680958629,-0.669283113568219,18.15195,16.394,15.53177,15.15704,14.77832,0.0549181
1237648703517425764,215.550181541957,-0.681134775385823,19.72999,18.85633,18.63211,18.63598,18.37357,0.0001829484
1237648703517425772,215.559634691859,-0.65542325390262,19.47202,19.2716,19.39471,19.01953,19.35224,0.1058698
1237648703517425772,215.559634691859,-0.65542325390262,19.47202,19.2716,19.39471,19.01953,19.35224,0.1058703
1237648703517425784,215.601258303912,-0.715661917246837,19.89102,18.67674,18.40523,18.05772,17.84135,0.0001918284
1237648703517425784,215.601258303912,-0.715661917246837,19.89102,18.67674,18.40523,18.05772,17.84135,0.0001102669
1237648703517425787,215.602606385337,-0.810787968987021,21.80302,19.39455,18.7512,18.25302,17.93063,0.0003458942
1237648703517425789,215.605125917219,-0.656589978577174,20.62936,19.49421,19.30887,18.9327,18.75651,0.0006186481
1237648703517425789,215.605125917219,-0.656589978577174,20.62936,19.49421,19.30887,18.9327,18.75651,0.0003739948
1237648703517425798,215.618433748126,-0.716661201327888,19.30436,18.36224,18.27722,17.95377,17.82088,0.0004358482
1237648703517425798,215.618433748126,-0.716661201327888,19.30436,18.36224,18.27722,17.95377,17.82088,0.0004036798
1237648703517425800,215.622475934079,-0.720083627044708,20.97139,19.38498,19.03788,18.56822,18.41797,-4.198476E-05
1237648703517425801,215.622855946611,-0.748691986267984,21.02293,19.81137,19.59756,19.13296,18.8829,0.0001192863
1237648703517425803,215.623801167003,-0.699639335200524,21.52763,19.80234,19.36467,18.91364,18.67235,2.921982E-05
1237648703517425803,215.623801167003,-0.699639335200524,21.52763,19.80234,19.36467,18.91364,18.67235,3.615836E-05
1237648703517425813,215.631910789269,-0.655296723091761,18.5671,16.76936,15.97849,15.4581,15.0655,0.05509599
1237648703517425813,215.631910789269,-0.655296723091761,18.5671,16.76936,15.97849,15.4581,15.0655,0.05506185
1237648703517425814,215.625410811368,-0.657885068813591,23.18498,19.88845,18.3092,17.55205,17.02035,0.3632914
1237648703517425814,215.625410811368,-0.657885068813591,23.18498,19.88845,18.3092,17.55205,17.02035,0.363319
1237648703517425821,215.637119340466,-0.75133277694133,20.24503,18.56477,17.65381,17.03568,16.62831,0.1805817
1237648703517425821,215.637119340466,-0.75133277694133,20.24503,18.56477,17.65381,17.03568,16.62831,0.1804117
1237648703517425825,215.639182100748,-0.631603484362282,20.21643,18.29296,17.60092,17.09208,16.727,0.05445293
1237648703517425825,215.639182100748,-0.631603484362282,20.21643,18.29296,17.60092,17.09208,16.727,0.05438524
1237648703517425936,215.613524612392,-0.763093548381453,21.87679,21.12982,21.01189,20.73843,20.46239,0.0005229569
1237648703517425946,215.635348990913,-0.704998980966656,19.87786,18.86319,18.49426,17.96997,17.64832,0.0543888
1237648703517425946,215.635348990913,-0.704998980966656,19.87786,18.86319,18.49426,17.96997,17.64832,0.05440659
1237648703517426084,215.548029962082,-0.800278349457721,23.6753,21.59192,20.26455,19.42739,18.95479,0.5886936
1237648703517426084,215.548029962082,-0.800278349457721,23.6753,21.59192,20.26455,19.42739,18.95479,0.5886404
1237648703517426120,215.560229893762,-0.649795292928878,22.82317,21.68276,20.6434,19.67836,19.10033,0.4907022
1237648703517426138,215.566289974737,-0.758363845158981,23.39423,22.6356,20.75302,19.62602,19.0996,0.5730521
1237648703517426149,215.568887435386,-0.69641917305059,22.91141,22.1233,21.95189,22.51978,21.04367,1.246168
1237648703517426180,215.575278578008,-0.779273708154588,22.25267,21.82644,20.29143,19.32145,18.81532,0.5708845
1237648703517426197,215.580349998269,-0.702706676109398,22.1144,20.91242,20.81223,20.64754,20.24839,0.0005750619
1237648703517426205,215.582397086568,-0.761545612137903,23.75605,23.72476,21.57379,20.4465,20.13144,0.5745866
1237648703517426210,215.584090905814,-0.64289535209082,23.64871,21.79671,20.0968,19.15817,18.79812,0.497003
1237648703517426215,215.585678911444,-0.694804866561744,22.84082,22.06444,20.60752,19.83174,19.21205,0.5016736
1237648703517426243,215.596934917632,-0.671803634665012,26.22653,22.74432,21.50348,20.18999,19.57968,0.6452026
1237648703517426266,215.605864672476,-0.812997804103125,25.9353,22.10531,20.43454,19.14656,18.60686,0.5721614
1237648703517426273,215.611812797376,-0.789860704896451,22.59122,20.80895,19.85768,19.17916,18.75208,-0.0001345369
1237648703517426276,215.613750132508,-0.73056534829033,22.76315,21.11067,20.31154,19.65917,19.17986,-0.0001219566
1237648703517426283,215.618992304533,-0.810270107655889,23.38412,21.25422,20.51208,19.52077,18.83767,-0.0003429717
1237648703517426297,215.625606438715,-0.748314804759872,21.99353,20.96845,21.01167,20.77369,20.62324,-0.0002777312
1237648703517426300,215.625393887191,-0.643148010393875,22.4098,21.77358,20.46728,19.38313,18.92151,0.5137467
1237648703517426303,215.627034849175,-0.812815229875249,25.93238,22.00553,20.69761,19.68144,19.20174,0.4675124
1237648703517426318,215.637056461521,-0.643677407067604,25.09212,22.11538,20.53381,19.55026,19.12523,0.4584105
1237648703517426333,215.643958311808,-0.741840374114023,25.45978,22.12434,20.90012,19.67286,19.06743,5.86434E-05
1237648703517426414,215.549449460683,-0.712941743241814,25.23178,22.80412,21.19681,20.32427,19.69277,0.5017769
1237648703517426414,215.549449460683,-0.712941743241814,25.23178,22.80412,21.19681,20.32427,19.69277,0.5012687
1237648703517426453,215.579362346662,-0.788210925845814,25.26573,22.94876,21.59865,20.20909,19.54474,0.0001704533
1237648703517426499,215.634148333813,-0.636161764812513,23.20505,23.16766,20.95842,19.62587,19.02207,0.623368
1237648703517491215,215.722003775423,-0.652892400074793,18.31808,16.92567,16.06912,15.93639,15.61566,2.986364E-05
1237648703517491215,215.722003775423,-0.652892400074793,18.31808,16.92567,16.06912,15.93639,15.61566,4.407917E-05
1237648703517491217,215.750844907984,-0.648273307680783,19.08571,18.10841,17.60716,17.2395,17.05445,0.0004141776
1237648703517491340,215.758426497355,-0.802097373037663,21.06587,18.47519,17.47313,16.95591,16.66689,0.0002097582
1237648703517491340,215.758426497355,-0.802097373037663,21.06587,18.47519,17.47313,16.95591,16.66689,0.0002042966
1237648703517491360,215.785251224896,-0.733075782214826,20.27919,17.94207,16.50162,15.83116,15.25466,-0.0002653102
1237648703517491361,215.786084298812,-0.737339734164805,23.13588,20.94654,19.95015,19.08098,18.66181,0.3798329
1237648703517491422,215.710677528083,-0.817505946750781,21.04342,18.49533,17.21838,16.49854,15.9481,-3.834461E-05
1237648703517491422,215.710677528083,-0.817505946750781,21.04342,18.49533,17.21838,16.49854,15.9481,-4.429065E-05
1237648703517491435,215.722942417665,-0.689792701276119,20.95114,19.71705,19.51535,18.83299,18.87404,-0.0001412522
1237648703517491437,215.722308887513,-0.797088720644735,18.80687,17.59052,16.99104,16.68833,16.40488,0.0005037811
1237648703517491437,215.722308887513,-0.797088720644735,18.80687,17.59052,16.99104,16.68833,16.40488,0.0004791888
1237648703517491442,215.726096499311,-0.72109932773369,20.20718,17.97462,16.69951,16.3811,16.06514,-9.877593E-05
1237648703517491442,215.726096499311,-0.72109932773369,20.20718,17.97462,16.69951,16.3811,16.06514,-0.0001016655
1237648703517491447,215.729288214286,-0.744104990225337,20.86458,18.38236,17.24549,16.84281,16.48328,-2.941467E-06
1237648703517491447,215.729288214286,-0.744104990225337,20.86458,18.38236,17.24549,16.84281,16.48328,-1.164627E-05
1237648703517491467,215.755195279591,-0.64561008026267,19.06073,17.3856,16.35453,16.25618,15.96754,-6.255864E-05
1237648703517491467,215.755195279591,-0.64561008026267,19.06073,17.3856,16.35453,16.25618,15.96754,-6.616062E-05
1237648703517491471,215.75522115223,-0.822425462118651,20.76782,18.68232,17.57145,17.0203,16.67793,0.1693498
1237648703517491471,215.75522115223,-0.822425462118651,20.76782,18.68232,17.57145,17.0203,16.67793,0.1691525
1237648703517491472,215.758075432687,-0.827131382137273,23.13921,21.46749,21.28439,20.41886,20.60362,0.000418992
1237648703517491472,215.758075432687,-0.827131382137273,23.13921,21.46749,21.28439,20.41886,20.60362,0.0003818322
1237648703517491483,215.787103239553,-0.698241492582801,20.98998,18.47357,17.34284,16.76983,16.35159,-2.46338E-05
1237648703517491624,215.657117847941,-0.713333414465123,21.65928,20.84656,19.60822,18.66106,18.19482,0.4637149
1237648703517491662,215.675292478086,-0.780133066628402,22.67222,20.60502,19.45503,18.70448,18.24844,0.2530468
1237648703517491671,215.680912867912,-0.775002260854596,22.08537,20.8482,19.95823,19.21622,18.78321,0.2517202
1237648703517491707,215.697680080143,-0.827732345863748,22.53574,20.54838,19.80543,18.95479,18.60027,0.1906884
1237648703517491707,215.697680080143,-0.827732345863748,22.53574,20.54838,19.80543,18.95479,18.60027,0.1906617
1237648703517491742,215.724946709774,-0.69772426702882,21.68036,20.46274,19.79597,19.00942,18.67424,0.2252616
1237648703517491747,215.72862742046,-0.76389671144012,21.66107,20.08687,19.13409,18.34864,17.96288,0.1920106
1237648703517491747,215.72862742046,-0.76389671144012,21.66107,20.08687,19.13409,18.34864,17.96288,0.1920536
1237648703517491767,215.73752671011,-0.710093937049384,21.54784,21.48238,20.677,19.49087,19.16224,0.7739891
1237648703517491767,215.73752671011,-0.710093937049384,21.54784,21.48238,20.677,19.49087,19.16224,0.774554
1237648703517491778,215.74730279542,-0.75127155627379,21.8042,20.45622,19.93032,19.1569,18.80031,0.1920933
1237648703517491779,215.747604001043,-0.629227721215906,26.93355,21.11098,19.97225,19.08313,18.68879,0.2505302
1237648703517491784,215.749843241436,-0.803885567112022,25.49508,21.4172,20.97307,20.23059,19.79866,0.0001208772
1237648703517491784,215.749843241436,-0.803885567112022,25.49508,21.4172,20.97307,20.23059,19.79866,0.0001801227
1237648703517491805,215.761885404708,-0.731327583031637,23.50277,20.9229,19.98691,19.08459,18.73321,-4.878452E-05
1237648703517491851,215.781606807815,-0.787110584491505,22.75828,22.14169,20.70451,19.48837,18.93431,-0.0001535717
1237648703517491871,215.789803499273,-0.638649484281909,22.03627,20.77155,19.38708,18.54037,18.07637,0.3672709
1237648703517491872,215.791967642702,-0.637741031957089,24.29299,21.50539,20.31919,19.37115,18.98124,0.3670429
1237648703517491885,215.796773258692,-0.630668297136594,22.28067,21.52148,20.02356,19.15388,18.9028,0.3672315
1237648703517491891,215.798200015498,-0.791088497518669,23.921,21.55453,20.38615,19.58539,19.13244,0.2902258
1237648703517491893,215.798364572511,-0.703049445204519,23.11299,21.48791,20.20295,19.32771,18.87342,0.2628382
1237648703517491908,215.669915230303,-0.796595835317386,21.53066,21.85931,20.3243,19.13702,18.43851,0.6022598
1237648703517491912,215.703991134248,-0.756322048337302,22.1853,22.20027,20.77082,19.37228,19.0015,0.6228023
1237648703517491912,215.703991134248,-0.756322048337302,22.1853,22.20027,20.77082,19.37228,19.0015,0.6228052
1237648703517491936,215.797426076314,-0.77972096484076,26.35696,23.44088,21.84379,20.05296,19.61575,0.6030865
1237648703517556756,215.852643918198,-0.645333892679272,23.58876,20.72434,20.17307,19.65457,19.71171,-9.673154E-05
1237648703517556801,215.926660566191,-0.782560777850812,23.91685,20.25647,18.45419,17.80689,17.48802,0.2783963
1237648703517556872,215.850604543611,-0.76444640706549,19.52861,17.69474,16.79898,16.2515,15.88424,0.1368902
1237648703517556873,215.847383233046,-0.764223387818817,22.34469,20.29219,19.69345,19.14877,18.92622,-4.299683E-05
1237648703517556885,215.863257083477,-0.759211564781669,20.52874,18.35113,17.16759,16.55511,16.1594,0.1918483
1237648703517556887,215.864148703534,-0.710611935792579,20.44151,18.38172,17.3034,16.68838,16.27782,0.1386491
1237648703517556889,215.861963013322,-0.711584505173969,21.42934,20.92875,20.88997,20.52442,20.3939,0.1385259
1237648703517556904,215.87972846509,-0.760423821829423,19.95609,18.14933,17.09136,16.52037,16.14355,0.1923152
1237648703517556910,215.893185670701,-0.829959453424014,20.6046,19.44346,19.12229,18.77148,18.65928,-0.0007498974
1237648703517556954,215.944574060049,-0.664098516737264,17.96697,16.23968,15.39551,14.88264,14.51203,0.05255749
1237648703517556983,215.819716112722,-0.636579767324966,23.30755,21.77929,19.96093,18.97085,18.523,0.4518141
1237648703517556983,215.819716112722,-0.636579767324966,23.30755,21.77929,19.96093,18.97085,18.523,0.4518597
1237648703517556996,215.907054808635,-0.749074200842324,22.39343,20.08181,19.31178,18.79008,18.51575,-2.142878E-05
1237648703517557004,215.825416840323,-0.787359442895669,22.43967,20.24414,19.38971,18.63902,18.33825,-8.640393E-05
1237648703517557007,215.83936298151,-0.702711154761469,21.83376,20.25674,19.46339,18.85633,18.61926,-8.278787E-05
1237648703517557074,215.891574036865,-0.822206776734768,21.21601,20.32659,20.18489,19.93849,19.78288,-0.000647376
1237648703517557097,215.945265525694,-0.723980695552916,24.76924,23.36484,21.0724,19.80468,19.47693,0.5715306
1237648703517557097,215.945265525694,-0.723980695552916,24.76924,23.36484,21.0724,19.80468,19.47693,0.571337
1237648703517557141,215.804413599078,-0.654748458094137,21.53092,20.4558,19.3052,18.58048,18.13862,0.4120421
1237648703517557157,215.811266802015,-0.766648717005933,24.77982,22.26711,21.06897,19.87935,19.34595,0.460706
1237648703517557163,215.814427598996,-0.763993335253287,22.59299,20.93881,20.32174,19.53218,19.29229,0.0004046786
1237648703517557166,215.814153415672,-0.668839946191302,23.35526,20.97524,19.64429,18.83173,18.46672,0.3871545
1237648703517557197,215.825432027495,-0.809277295999443,22.26685,21.0706,20.49819,19.92848,19.66989,1.503034E-05
1237648703517557233,215.842550596256,-0.746812596898335,22.15241,20.97883,20.50248,19.82741,19.76092,0.0003928328
1237648703517557233,215.842550596256,-0.746812596898335,22.15241,20.97883,20.50248,19.82741,19.76092,0.0003791564
1237648703517557236,215.843182984018,-0.642307387571413,22.11471,20.77932,20.41399,19.83049,19.56834,0.0002671032
1237648703517557247,215.850042861944,-0.747797820761433,24.39747,21.22428,20.40518,19.63573,19.53253,4.739023E-07
1237648703517557249,215.850510511469,-0.650356467695405,22.42398,21.36035,19.89145,18.79483,18.3828,0.4598269
1237648703517557262,215.855749472464,-0.776531965506004,24.3427,21.39895,21.50269,21.06557,21.01317,0.0002884769
1237648703517557284,215.866076023318,-0.809026452678747,22.30931,20.87031,20.61029,20.03836,19.74762,-0.0001559025
