objid,ra,dec,u,g,r,i,z,redshift
1237648705132298264,225.263446396272,0.577676712457418,19.49323,18.49499,18.15971,18.02188,17.99701,-9.753967E-05
1237648705132298293,225.284498372536,0.514225011382454,19.33871,17.62348,16.86724,16.48278,16.18582,0.03599374
1237648705132298293,225.284498372536,0.514225011382454,19.33871,17.62348,16.86724,16.48278,16.18582,0.03600679
1237648705132298466,225.27345881848,0.530474258034845,18.13967,16.27623,15.40219,14.96758,14.62897,0.0355509
1237648705132298466,225.27345881848,0.530474258034845,18.13967,16.27623,15.40219,14.96758,14.62897,0.03552287
1237648705132298548,225.346016047874,0.568060608651422,22.46111,19.64059,18.0973,17.14915,16.60564,-9.801331E-05
1237648705132298708,225.268167523441,0.60061319745477,21.53481,20.80997,20.86702,20.78304,20.39648,2.407444
1237648705132298901,225.267459547794,0.453205669023792,22.95698,21.01055,19.08207,18.42838,18.01565,0
1237648705132298901,225.267459547794,0.453205669023792,22.95698,21.01055,19.08207,18.42838,18.01565,0.3660651
1237648705132299020,225.3089660065,0.474047056775077,23.00505,22.02172,21.88848,22.11799,21.88198,2.522336
1237648705132363819,225.406433794597,0.624090790353322,19.63127,17.89151,16.98274,16.57833,16.22033,0.09700228
1237648705132363819,225.406433794597,0.624090790353322,19.63127,17.89151,16.98274,16.57833,16.22033,0.09704342
1237648705132363903,225.470669346399,0.453889628029823,18.48222,17.49325,17.08255,16.89532,16.82697,0.0002415024
1237648705132363909,225.476095741065,0.626574672468479,17.13654,16.03048,15.62024,15.47803,15.39691,3.037592E-05
1237648705132363930,225.520815074436,0.524943117545681,19.40716,17.78006,16.91992,16.72598,16.48121,-0.0002512732
1237648705132363985,225.416140565933,0.585419989692072,21.87202,20.99291,19.07534,18.24465,17.79946,0.4503538
1237648705132363985,225.416140565933,0.585419989692072,21.87202,20.99291,19.07534,18.24465,17.79946,0.4499002
1237648705132363994,225.414618209067,0.528688918296931,20.44326,19.40563,19.02529,18.85934,18.80402,-0.0001364503
1237648705132364022,225.452416907574,0.453233223689519,20.75439,18.83536,17.81221,17.35935,16.946,0.08796801
1237648705132364022,225.452416907574,0.453233223689519,20.75439,18.83536,17.81221,17.35935,16.946,0.08793741
1237648705132364196,225.419289128443,0.551644191774424,23.97556,21.46542,19.97611,19.07121,18.49963,1.650604E-05
1237648705132364281,225.522234045134,0.441740671652834,22.68037,21.14654,20.96877,20.94461,20.84755,0.0001782253
1237648705132364505,225.443788746739,0.573393130995027,24.27874,22.82648,20.99377,19.95738,19.28999,0.5351651
1237648705132429332,225.542670450272,0.61155707332927,20.57578,21.0459,19.26168,18.14012,17.69004,0.681604
1237648705132429534,225.601826118297,0.532050311708705,19.81631,18.39428,17.56724,17.11521,16.78304,0.1312081
1237648705132429534,225.601826118297,0.532050311708705,19.81631,18.39428,17.56724,17.11521,16.78304,0.1311945
1237648705132429568,225.62833537263,0.562068828237159,22.95384,21.06213,19.4437,17.80793,16.91248,-0.000127966
1237648705132429568,225.62833537263,0.562068828237159,22.95384,21.06213,19.4437,17.80793,16.91248,-0.000118594
1237648705132429703,225.603986031157,0.489475477565267,20.6982,18.79507,17.78958,17.22561,16.81723,0.1165247
1237648705132429703,225.603986031157,0.489475477565267,20.6982,18.79507,17.78958,17.22561,16.81723,0.1165832
1237648705132429923,225.548446230951,0.631253118376737,22.18264,22.46844,20.43607,19.59158,19.2088,0.47142
1237648705132430268,225.658291168418,0.469151632377422,23.44115,22.04451,21.68114,22.11373,21.42164,2.990446
1237648705132494927,225.690369161698,0.485676085338334,17.33077,16.34117,15.90429,15.72185,15.63862,-0.0002633663
1237648705132495120,225.705436402425,0.45395672649715,19.79204,19.35634,19.59403,19.80306,20.00683,5.420955E-05
1237648705132495223,225.801425381668,0.468648028510293,18.43803,17.08073,16.50616,16.17469,15.96114,0.04072163
1237648705132495223,225.801425381668,0.468648028510293,18.43803,17.08073,16.50616,16.17469,15.96114,0.04064452
1237648705132495255,225.819002668672,0.541179873191753,19.76353,18.16054,17.37046,16.97266,16.68583,0.0526337
1237648705132495255,225.819002668672,0.541179873191753,19.76353,18.16054,17.37046,16.97266,16.68583,0.05257466
1237648705132495255,225.819002668672,0.541179873191753,19.76353,18.16054,17.37046,16.97266,16.68583,0.05261302
1237648705132495257,225.819291559036,0.617463611692886,20.18732,19.25804,18.85574,18.73713,18.6279,-0.0002133882
1237648705132495260,225.826649774763,0.508380258623547,19.85831,19.38643,18.60684,18.18044,17.97211,0.2208932
1237648705132495260,225.826649774763,0.508380258623547,19.85831,19.38643,18.60684,18.18044,17.97211,0.2207147
1237648705132495309,225.782164002845,0.437527929953641,22.34992,19.91194,18.40928,17.82437,17.38201,0.2457703
1237648705132495659,225.737110793001,0.43433377414406,23.62986,21.88177,21.71107,21.61911,21.21052,2.341954
1237648705132560472,225.880140615658,0.61037111150642,24.51653,22.27988,21.04022,19.97799,19.76134,1.260746
1237648705132560661,225.846269254976,0.571708041056389,19.70901,18.15528,17.20029,16.77777,16.49748,0.1623542
1237648705132560661,225.846269254976,0.571708041056389,19.70901,18.15528,17.20029,16.77777,16.49748,0.1624448
1237648705132560706,225.886241821432,0.466173901447345,19.5495,18.2529,18.31471,18.40305,18.45414,-0.0004461455
1237648705132560816,225.950021231402,0.524343302686228,19.48856,18.49235,17.13396,17.68793,17.43866,3.678067E-05
1237648705132560820,225.95140335641,0.458845108917355,20.6746,19.70805,19.16512,18.80488,18.49401,2.382605
1237648705132560836,225.959541716547,0.565469211783603,19.26589,18.15041,17.8896,17.74546,17.71285,0.02252708
1237648705132560836,225.959541716547,0.565469211783603,19.26589,18.15041,17.8896,17.74546,17.71285,0.02251297
1237648705132560999,225.926512950689,0.500466905352656,23.98621,22.50002,20.47191,19.34663,18.93812,0.5532274
1237648720165929229,200.477031715674,-1.02167686690025,19.3503,17.42805,16.47407,16.0445,15.71315,0.08366308
1237648720165929229,200.477031715674,-1.02167686690025,19.3503,17.42805,16.47407,16.0445,15.71315,0.08380447
1237648720165929229,200.477031715674,-1.02167686690025,19.3503,17.42805,16.47407,16.0445,15.71315,0.08375164
1237648720165929240,200.48129407326,-0.936702301052932,19.84356,17.81429,16.68473,16.2369,15.87735,0.1497124
1237648720165929240,200.48129407326,-0.936702301052932,19.84356,17.81429,16.68473,16.2369,15.87735,0.1497844
1237648720165929426,200.344174345694,-0.893887369278106,24.8603,21.10952,19.29949,18.69961,18.33372,0.3440796
1237648720165929426,200.344174345694,-0.893887369278106,24.8603,21.10952,19.29949,18.69961,18.33372,0.3440259
1237648720165929511,200.388517342246,-0.96377228110241,23.95085,23.16498,20.83284,19.68552,19.08112,0.6198489
1237648720165929542,200.411989310416,-1.01373772622303,23.07303,22.6744,20.94899,19.90087,19.61679,0.5499436
1237648720165929607,200.44989097683,-1.02014708120245,22.16214,21.03071,19.2719,18.5111,18.05052,0.4348822
1237648720165929663,200.480352289217,-0.94880010752949,23.65271,21.91428,20.42231,19.63066,19.15035,0.4942096
1237648720165994506,200.514727646016,-0.887222205477303,17.04532,15.9266,15.46301,15.25823,15.16674,0.0003894392
1237648720165994612,200.502856012958,-0.856962571798702,19.5391,17.49508,16.54251,16.12238,15.8004,0.1063348
1237648720165994612,200.502856012958,-0.856962571798702,19.5391,17.49508,16.54251,16.12238,15.8004,0.1064316
1237648720165994612,200.502856012958,-0.856962571798702,19.5391,17.49508,16.54251,16.12238,15.8004,0.1063865
1237648720165994613,200.501589966234,-0.859170231544139,20.4789,18.44847,17.51006,17.10059,16.77832,0.1073611
1237648720165994613,200.501589966234,-0.859170231544139,20.4789,18.44847,17.51006,17.10059,16.77832,0.1074477
1237648720165994619,200.502337563642,-0.881758321748434,18.76653,17.76281,17.38591,17.07271,16.98377,0.07844994
1237648720165994619,200.502337563642,-0.881758321748434,18.76653,17.76281,17.38591,17.07271,16.98377,0.07841632
1237648720165994619,200.502337563642,-0.881758321748434,18.76653,17.76281,17.38591,17.07271,16.98377,0.07842842
1237648720165994634,200.521151976372,-0.837575612691888,19.46278,17.49305,16.56751,16.12209,15.81059,0.07813172
1237648720165994634,200.521151976372,-0.837575612691888,19.46278,17.49305,16.56751,16.12209,15.81059,0.0781901
1237648720165994689,200.608951540044,-0.97199168379037,20.26825,19.09696,19.22442,19.33247,19.48302,-0.0001322802
1237648720165994751,200.506254645725,-0.88451129957669,22.04888,20.29077,20.22041,20.33323,20.02417,2.988084
1237648720165994765,200.529540178862,-0.879923327246214,20.92204,20.30878,20.46788,20.43216,20.1831,2.34032
1237648720165994765,200.529540178862,-0.879923327246214,20.92204,20.30878,20.46788,20.43216,20.1831,2.340278
1237648720165994923,200.529335149176,-0.988231706422962,23.88356,22.20233,20.66107,19.65583,19.26469,1.059457
1237648720165995071,200.608599751646,-0.917158411730195,23.99037,21.47071,20.9311,20.89457,20.921,-0.0001355225
1237648720166060057,200.714922942406,-0.892948396553071,17.10119,15.89122,15.89205,15.95697,16.02613,-0.000255546
1237648720166060077,200.735465956874,-0.991703570001321,18.67739,18.61601,18.43134,18.46491,18.58668,1.150831
1237648720166060077,200.735465956874,-0.991703570001321,18.67739,18.61601,18.43134,18.46491,18.58668,1.15048
1237648720166060077,200.735465956874,-0.991703570001321,18.67739,18.61601,18.43134,18.46491,18.58668,1.151544
1237648720166060141,200.687504144008,-0.886075872578426,19.94428,18.34434,17.29236,16.82575,16.55104,0.1903999
1237648720166060141,200.687504144008,-0.886075872578426,19.94428,18.34434,17.29236,16.82575,16.55104,0.1904618
1237648720166060141,200.687504144008,-0.886075872578426,19.94428,18.34434,17.29236,16.82575,16.55104,0.1903827
1237648720166060166,200.719722768281,-0.969743624704309,19.39518,18.0302,17.459,17.25875,17.17687,4.580363E-05
1237648720166060175,200.740620895846,-0.999726453038752,19.11557,18.10245,17.6475,17.30573,17.17745,0.08240954
1237648720166060175,200.740620895846,-0.999726453038752,19.11557,18.10245,17.6475,17.30573,17.17745,0.0823179
1237648720166060175,200.740620895846,-0.999726453038752,19.11557,18.10245,17.6475,17.30573,17.17745,0.0823492
1237648720166060190,200.642691517114,-0.971416572025574,19.25298,17.98821,17.43133,17.14298,16.99962,0.07793603
1237648720166060190,200.642691517114,-0.971416572025574,19.25298,17.98821,17.43133,17.14298,16.99962,0.07796439
1237648720166060203,200.712599355776,-0.85534176224899,22.96612,20.82884,19.312,18.28663,17.75231,-5.065173E-05
1237648720166060207,200.730542528397,-0.867822060073838,23.23184,20.8244,19.30865,18.33292,17.82588,-5.387624E-05
1237648720166060322,200.74641710169,-0.887212233943526,22.18154,20.61321,20.42707,20.52116,20.5155,6.910454E-05
1237648720166060405,200.657584319154,-0.892259257106541,22.52244,21.58761,21.56072,21.4723,21.54563,2.818288
1237648720166060489,200.706569537815,-0.920736257937238,23.47651,22.29981,20.83278,19.8489,19.57365,0.5310853
1237648720166060541,200.73862686323,-1.0172212548422,23.40896,22.3645,21.21071,19.9352,19.36998,0.6540644
1237648720166060541,200.73862686323,-1.0172212548422,23.40896,22.3645,21.21071,19.9352,19.36998,0.6533819
1237648720166060722,200.700530390622,-0.923280106732579,23.77357,22.29034,20.29233,19.36366,18.90369,0.529959
1237648720166125584,200.834768115766,-0.96207851675416,17.71141,16.68421,16.22937,16.04578,15.98119,0.0002312671
1237648720166125584,200.834768115766,-0.96207851675416,17.71141,16.68421,16.22937,16.04578,15.98119,0.0002294778
1237648720166125584,200.834768115766,-0.96207851675416,17.71141,16.68421,16.22937,16.04578,15.98119,0.0002220169
1237648720166125584,200.834768115766,-0.96207851675416,17.71141,16.68421,16.22937,16.04578,15.98119,0.000248782
1237648720166125584,200.834768115766,-0.96207851675416,17.71141,16.68421,16.22937,16.04578,15.98119,0.0002649731
1237648720166125598,200.874036062251,-1.04046495209753,18.6527,17.59227,17.17173,17.04782,17.00647,0.000141212
1237648720166125628,200.801008803427,-0.887513967618148,19.55481,18.22054,17.62955,17.42278,17.30152,0.0002853503
1237648720166125634,200.811401734056,-0.859221105182371,17.53794,16.57578,16.11247,15.74258,15.59979,0.09500854
1237648720166125634,200.811401734056,-0.859221105182371,17.53794,16.57578,16.11247,15.74258,15.59979,0.09498882
1237648720166125649,200.822134676541,-0.914673973419983,19.3846,17.52531,16.61749,16.20598,15.91255,0.07662505
1237648720166125649,200.822134676541,-0.914673973419983,19.3846,17.52531,16.61749,16.20598,15.91255,0.07661334
1237648720166125649,200.822134676541,-0.914673973419983,19.3846,17.52531,16.61749,16.20598,15.91255,0.0765987
1237648720166125653,200.823368405693,-0.848023053907416,19.43657,17.93847,17.09432,16.62735,16.3302,0.09531277
1237648720166125653,200.823368405693,-0.848023053907416,19.43657,17.93847,17.09432,16.62735,16.3302,0.09533777
1237648720166125671,200.861741876155,-1.00893072890136,19.58788,18.34487,17.83451,17.66713,17.64276,0.0003717885
1237648720166125686,200.898524219883,-1.02537267679061,19.30886,18.03954,17.39407,17.16118,17.03996,0.0001695043
1237648720166125688,200.908324811428,-1.03832536784054,18.85481,17.64636,17.03391,16.66148,16.4323,0.1072735
1237648720166125688,200.908324811428,-1.03832536784054,18.85481,17.64636,17.03391,16.66148,16.4323,0.1072721
1237648720166125749,200.935239659862,-0.90349709047153,19.16551,17.86091,17.2424,16.90101,16.64377,0.09005099
1237648720166125749,200.935239659862,-0.90349709047153,19.16551,17.86091,17.2424,16.90101,16.64377,0.09012602
1237648720166125749,200.935239659862,-0.90349709047153,19.16551,17.86091,17.2424,16.90101,16.64377,0.09005839
1237648720166125979,200.856640053028,-0.871522006039639,23.51385,21.71276,19.72179,18.77206,18.3111,0.530353
1237648720166125979,200.856640053028,-0.871522006039639,23.51385,21.71276,19.72179,18.77206,18.3111,0.5303985
1237648720166191149,201.01514516962,-0.876772059078579,19.03999,17.64399,16.97668,16.57259,16.30782,0.08493797
1237648720166191149,201.01514516962,-0.876772059078579,19.03999,17.64399,16.97668,16.57259,16.30782,0.08498629
1237648720166191149,201.01514516962,-0.876772059078579,19.03999,17.64399,16.97668,16.57259,16.30782,0.08499054
1237648720166191158,201.015479417803,-1.01899428146134,19.50069,17.4236,16.53175,16.09165,15.86524,0.08288758
1237648720166191158,201.015479417803,-1.01899428146134,19.50069,17.4236,16.53175,16.09165,15.86524,0.08285756
1237648720166191261,201.043244139691,-1.03023738071289,19.80453,17.99278,17.08247,16.66018,16.33522,0.08908915
1237648720166191261,201.043244139691,-1.03023738071289,19.80453,17.99278,17.08247,16.66018,16.33522,0.08908771
1237648720166191284,200.944820325218,-1.03375264681416,24.83521,23.97503,20.93389,19.78192,19.41117,0.5554631
1237648720166191337,201.047227714191,-0.947725054760943,22.39818,20.83827,19.13448,18.43624,18.04799,0.4077171
1237648720166191337,201.047227714191,-0.947725054760943,22.39818,20.83827,19.13448,18.43624,18.04799,0.4079107
1237648720166191367,200.981133098835,-0.975275042548306,21.48164,21.07199,20.9031,20.93313,20.57182,0.6875908
1237648720166191685,201.070623632836,-0.847914715520172,22.91056,21.77846,21.54946,21.80663,21.48866,1.037757
1237648720166256710,201.230764513081,-0.996289073496622,20.58395,18.40241,17.1395,16.63674,16.29606,0.1835907
1237648720166256754,201.118464163593,-0.970645985342897,20.7807,19.48353,18.96167,18.71145,18.63516,0.0002766536
1237648720166256756,201.122417197478,-0.84285086550052,18.45941,16.94082,16.11488,15.68113,15.35287,0.09884895
1237648720166256756,201.122417197478,-0.84285086550052,18.45941,16.94082,16.11488,15.68113,15.35287,0.09883341
1237648703515198300,210.522379317048,-0.744253914946777,22.92669,21.45555,21.35139,21.28593,21.25327,-6.818061E-05
1237648703515198328,210.528919111533,-0.659715782143298,23.80212,22.24208,20.48121,19.6617,19.12976,0.4439317
1237648703515198375,210.548381110637,-0.69078205477727,25.01243,21.88717,20.07505,19.24892,18.82363,0.4447618
1237648703515198514,210.45692982106,-0.724393540803402,23.5454,23.54155,21.7031,20.3551,20.00514,0.5804464
1237648703515198684,210.55407991693,-0.639125717171238,23.26994,22.51474,20.8857,19.75028,19.3965,0.5802382
1237648703515262989,210.569949469063,-0.756436063519364,21.03472,18.91463,17.65306,17.12199,16.76505,0.1853155
1237648703515262989,210.569949469063,-0.756436063519364,21.03472,18.91463,17.65306,17.12199,16.76505,0.1853538
1237648703515262995,210.571416204388,-0.745915435013982,18.39764,17.21386,16.75888,16.59573,16.52843,-3.148204E-05
1237648703515262995,210.571416204388,-0.745915435013982,18.39764,17.21386,16.75888,16.59573,16.52843,-1.762423E-05
1237648703515263035,210.63355808823,-0.763115122186243,21.48298,19.0273,17.95445,17.24757,16.78878,0.01401722
1237648703515263035,210.63355808823,-0.763115122186243,21.48298,19.0273,17.95445,17.24757,16.78878,0.1691667
1237648703515263035,210.63355808823,-0.763115122186243,21.48298,19.0273,17.95445,17.24757,16.78878,0.1692333
1237648703515263135,210.592654431104,-0.753014529320487,20.61391,18.54909,17.43244,17.05776,16.64654,0.1639009
1237648703515263135,210.592654431104,-0.753014529320487,20.61391,18.54909,17.43244,17.05776,16.64654,0.1638563
1237648703515263136,210.592082486432,-0.752985301015872,23.07571,19.92695,18.97388,18.15827,18.67058,0.1639377
1237648703515263169,210.632715452448,-0.749225473841942,20.8299,18.47534,17.19789,16.70199,16.29819,0.1692337
1237648703515263169,210.632715452448,-0.749225473841942,20.8299,18.47534,17.19789,16.70199,16.29819,0.1692354
1237648703515263224,210.700513682292,-0.8233128489645,19.47259,19.34098,19.34307,19.16737,19.06422,1.594368
1237648703515263224,210.700513682292,-0.8233128489645,19.47259,19.34098,19.34307,19.16737,19.06422,1.593915
1237648703515263265,210.678246238348,-0.685443140917853,22.59946,20.73079,19.00286,18.34367,17.9415,0.3483329
1237648703515263519,210.586627584373,-0.670870246945456,22.73927,21.99339,20.57158,19.75048,19.1714,0.4339872
1237648703515263545,210.593957145807,-0.635485562215819,22.84264,22.52843,21.26764,20.47985,20.37317,0.3496025
1237648703515263743,210.661184894484,-0.82035911587932,23.25957,22.09878,20.76185,19.76707,19.45424,0.5544979
1237648703515263959,210.611531371328,-0.698754507356343,22.9638,22.87692,21.16593,20.11586,19.85444,0.5310562
1237648703515328735,210.764736833527,-0.829832237363582,19.87045,17.90375,16.89899,16.45564,16.06506,0.1060654
1237648703515328735,210.764736833527,-0.829832237363582,19.87045,17.90375,16.89899,16.45564,16.06506,0.106096
1237648703515328819,210.8482118734,-0.802913060859678,24.56799,22.30079,20.96909,19.60404,19.18419,0.687364
1237648703515328901,210.764773543163,-0.712602233016664,24.02067,20.85195,19.1056,18.41294,17.98022,0.399062
1237648703515329321,210.816649978824,-0.810712564439611,23.19419,20.89276,19.16993,18.45534,18.02384,0.4003287
1237648703515394198,210.999765128866,-0.685889013636065,23.64405,22.33521,20.43087,19.38898,19.0469,0.5676357
1237648703515394203,211.005544886865,-0.631788172174579,24.06942,21.59675,19.66729,18.78331,18.28715,0.5224262
1237648703515394225,210.881822007076,-0.76211248807481,20.52358,18.65342,17.65132,17.21425,16.85205,0.1065945
1237648703515394225,210.881822007076,-0.76211248807481,20.52358,18.65342,17.65132,17.21425,16.85205,0.1067601
1237648703515394233,210.890814598467,-0.767934287861357,19.87659,18.03741,16.8552,16.32941,15.9673,0.1604136
1237648703515394233,210.890814598467,-0.767934287861357,19.87659,18.03741,16.8552,16.32941,15.9673,0.1604116
1237648703515394249,210.915154586517,-0.786136491723348,19.96144,17.97585,16.94796,16.4962,16.11377,0.106395
1237648703515394249,210.915154586517,-0.786136491723348,19.96144,17.97585,16.94796,16.4962,16.11377,0.1063695
1237648703515394539,210.87427761191,-0.724257242390389,23.52299,21.69885,20.07348,19.16276,18.74416,0.4832365
1237648703515394650,210.920546136971,-0.738430793930417,25.31934,22.37041,20.74271,19.61586,19.09044,0.588895
1237648703515394770,210.962626499713,-0.698779064598227,25.08353,22.17187,20.60787,19.56796,19.14727,0.5558363
1237648703515394831,210.981858719464,-0.63249224411251,23.78055,22.67433,20.9603,20.02065,19.48527,0.5249539
1237648703515394997,210.925623722899,-0.638245889245451,25.85052,23.38362,21.20464,20.1167,19.64223,0.5873379
1237648703515395055,210.969430282196,-0.718645105882241,25.13223,23.36177,21.58876,20.42628,19.95559,0.5697031
1237648703515459721,211.098913895538,-0.768890800568936,19.77628,18.35387,17.65344,17.24358,16.98335,0.106189
1237648703515459721,211.098913895538,-0.768890800568936,19.77628,18.35387,17.65344,17.24358,16.98335,0.1061896
1237648703515459761,211.129188547573,-0.756213522202456,19.13308,17.40575,16.62545,16.24547,15.949,0.01610345
1237648703515459761,211.129188547573,-0.756213522202456,19.13308,17.40575,16.62545,16.24547,15.949,0.0540957
1237648703515459855,211.13914190689,-0.694921993695422,23.50444,20.87574,19.15749,18.47739,18.04066,0.3550176
1237648703515459886,211.033315476971,-0.626089281164911,21.85494,21.10213,21.2896,21.14559,21.33167,2.342063
1237648703515459988,211.01089950062,-0.666057236882898,22.53481,21.82916,20.196,19.34683,18.79166,0.5242342
1237648703515460058,211.029335117276,-0.748744950545781,24.56205,21.98405,20.32754,19.52832,19.09313,0.4272205
1237648703515460105,211.040251589081,-0.8220816648808,22.48006,21.87529,20.43563,19.59201,19.1067,0.5260767
1237648703515460281,211.093774825895,-0.716537363784186,23.25792,21.4551,19.9136,19.1277,18.66659,0.4300652
1237648703515460499,211.149917108309,-0.776374613084042,26.12884,22.28397,20.4648,19.55371,19.0271,0.4700756
1237648703515525294,211.191245020192,-0.819206576431912,18.31448,16.3301,15.37186,14.92445,14.57653,0.0837323
1237648703515525294,211.191245020192,-0.819206576431912,18.31448,16.3301,15.37186,14.92445,14.57653,0.08377565
1237648703515525638,211.174086997807,-0.716002452076221,24.72478,21.75401,20.90503,19.79572,19.08244,0.0001216142
1237648703515525741,211.202492199372,-0.782449882706151,23.62324,21.95441,20.4329,19.51991,19.04575,0.4700649
1237648703515525751,211.205966163431,-0.774664791073253,23.5119,22.11012,21.17118,20.24695,19.85745,0.6439475
1237648703515590679,211.328816577676,-0.653276153801318,19.21763,18.28073,18.06736,17.95251,17.96859,-0.0005563384
1237648703515590679,211.328816577676,-0.653276153801318,19.21763,18.28073,18.06736,17.95251,17.96859,-0.0005595924
1237648703515590908,211.350712241647,-0.792907469800323,19.48431,17.65862,16.82022,16.41256,16.10751,0.04926493
1237648703515590908,211.350712241647,-0.792907469800323,19.48431,17.65862,16.82022,16.41256,16.10751,0.04922657
1237648703515590916,211.355247548425,-0.811342596525308,17.30749,15.6382,14.85252,14.41335,14.09335,0.04919546
1237648703515590916,211.355247548425,-0.811342596525308,17.30749,15.6382,14.85252,14.41335,14.09335,0.04918197
1237648703515591193,211.316877710209,-0.811101127680195,23.53089,21.98262,20.48392,19.62669,19.14925,0.4288769
1237648703515591193,211.316877710209,-0.811101127680195,23.53089,21.98262,20.48392,19.62669,19.14925,0.428728
1237648703515591433,211.401834959431,-0.732183591510645,23.02787,22.01362,20.55261,19.51554,19.13069,0.5399897
1237648703515591433,211.401834959431,-0.732183591510645,23.02787,22.01362,20.55261,19.51554,19.13069,0.5400184
1237648703515591548,211.446960539323,-0.808753393928554,24.02698,22.64627,20.69296,19.79259,19.41997,0.5558844
1237648703515591548,211.446960539323,-0.808753393928554,24.02698,22.64627,20.69296,19.79259,19.41997,0.5556246
1237648703515591689,211.377240308886,-0.747921866075226,26.72437,24.01673,21.32557,20.08875,19.69714,0.6257228
1237648703515656271,211.566817005305,-0.641098879706118,18.83467,16.87045,15.92178,15.46264,15.12855,0.08245558
1237648703515656271,211.566817005305,-0.641098879706118,18.83467,16.87045,15.92178,15.46264,15.12855,0.08257761
1237648703515656353,211.474673160497,-0.745416318338233,18.45884,16.44801,15.54898,15.10957,14.77067,0.05921128
1237648703515656353,211.474673160497,-0.745416318338233,18.45884,16.44801,15.54898,15.10957,14.77067,0.0592591
1237648703515656523,211.486753930931,-0.767606584440966,23.634,23.28092,20.76994,19.64815,19.44533,0.5608714
1237648703515656575,211.5920945055,-0.820650256702802,24.42244,23.10045,21.88996,19.01678,17.51012,-4.593058E-05
1237648703515656575,211.5920945055,-0.820650256702802,24.42244,23.10045,21.88996,19.01678,17.51012,-6.628683E-05
1237648703515656657,211.582676881729,-0.789228042506494,19.7874,18.41811,17.8602,17.5051,17.36492,0.3847466
1237648703515656657,211.582676881729,-0.789228042506494,19.7874,18.41811,17.8602,17.5051,17.36492,0.08248106
1237648703515656765,211.483187872167,-0.770601349358206,23.47967,22.53637,20.3082,19.40907,19.13257,0.4864624
1237648703515656801,211.49662554963,-0.757148758428477,22.80613,21.98163,20.2564,19.45333,18.93341,0.4856156
1237648703515656814,211.50163869242,-0.77310128934845,25.61665,22.44949,20.83171,19.81345,19.14171,0.5597351
1237648703515656831,211.507595879649,-0.763773315229258,23.46579,21.75552,20.16983,19.25415,18.84288,0.5586289
1237648703515656852,211.511795400204,-0.716981099442198,23.26598,21.76634,19.89054,19.00288,18.41364,0.4878167
1237648703515656852,211.511795400204,-0.716981099442198,23.26598,21.76634,19.89054,19.00288,18.41364,0.488045
1237648703515657003,211.564376836353,-0.702121309625748,23.5374,21.99595,20.54944,19.257,18.79187,0.5591541
1237648704052068490,210.418714982837,-0.395483974252701,17.97624,16.91911,16.49592,16.23548,16.07204,0.02556891
1237648704052068530,210.447984638034,-0.275696859068469,20.40858,19.2034,19.34421,19.50054,19.58153,-0.0002056709
1237648704052068530,210.447984638034,-0.275696859068469,20.40858,19.2034,19.34421,19.50054,19.58153,-0.0002508752
1237648704052068756,210.415830444161,-0.340413267296075,25.46744,22.97972,21.19649,20.05665,19.46394,0.6048164
1237648704052069008,210.444112493713,-0.249707605886361,26.32851,21.80323,20.09432,19.12502,18.56309,0.5232755
1237648704052069023,210.44933507523,-0.295937328603828,24.12346,21.89541,20.27952,19.24608,18.75767,0.6045653
1237648704052069034,210.45530801943,-0.316772822602018,23.13448,22.79646,21.31712,20.23356,19.86761,0.5784062
1237648704052069471,210.481058170993,-0.403885090573688,22.88283,22.92838,21.33598,19.94463,19.28063,0.6774183
1237648704052133969,210.689663035725,-0.410904577942621,18.37695,17.1511,16.72061,16.56087,16.48575,6.926605E-05
1237648704052133969,210.689663035725,-0.410904577942621,18.37695,17.1511,16.72061,16.56087,16.48575,6.629379E-05
1237648704052134074,210.645737934301,-0.394046446983209,19.87978,18.37553,17.65174,17.28481,17.04059,0.1053687
1237648704052134074,210.645737934301,-0.394046446983209,19.87978,18.37553,17.65174,17.28481,17.04059,0.1053334
1237648704052199971,210.720126860436,-0.395392305087607,20.92597,20.62171,19.34292,18.52192,17.61202,-0.0001136867
1237648704052265265,211.003959337173,-0.23150821752119,20.96577,18.93816,17.6267,17.07267,16.66717,0.1834669
1237648704052265265,211.003959337173,-0.23150821752119,20.96577,18.93816,17.6267,17.07267,16.66717,0.1834685
1237648704052265353,210.963527799804,-0.231194350310539,23.20082,20.74216,19.00869,18.27635,17.86972,0.3942281
1237648704052265619,210.909218832118,-0.211367719429488,23.35655,22.07883,20.42932,19.40327,18.80988,0.5461664
1237648704052330605,211.05052190846,-0.223608851419475,19.25729,19.12808,18.83389,18.70399,18.61511,0.4762874
1237648704052330605,211.05052190846,-0.223608851419475,19.25729,19.12808,18.83389,18.70399,18.61511,1.222245
1237648704052330639,211.111284062944,-0.316224840960077,19.36951,18.4355,18.09219,17.98524,17.91989,0.0001860467
1237648704052330747,211.108279096688,-0.356155814703674,18.89456,17.28899,16.59483,16.2783,16.00699,0.0475883
1237648704052330747,211.108279096688,-0.356155814703674,18.89456,17.28899,16.59483,16.2783,16.00699,0.04756837
1237648704052330764,211.123921926906,-0.276810786379404,19.43543,18.21516,17.63759,17.2469,17.04163,0.07903646
1237648704052330764,211.123921926906,-0.276810786379404,19.43543,18.21516,17.63759,17.2469,17.04163,0.07902597
1237648704052330903,211.132536865759,-0.227550465855978,21.91266,19.98523,18.48421,17.89096,17.44452,0.2437457
